Tied for the best movie I have ever seen	Texas	Why do I want to write the 234th comment on The Shawshank Redemption? I am not sure - almost everything that could be possibly said about it has been said. But like so many other people who wrote comments, I was and am profoundly moved by this simple and eloquent depiction of hope and friendship and redemption. The only other movie I have ever seen that effects me as strongly is To Kill a Mockingbird. Both movies leave me feeling cleaner for having watched them.I didn't intend to see this movie at all: I do not like prison movies and I don't normally watch them. I work at a branch library and one day as I was checking The Shawshank Redemption out to one of our older patrons, she said to me, 'Whenever I feel down or depressed, I check out this movie and watch it and it always makes me feel better.' At the time, I thought that was very strange. One day there was nothing on TV except things I absolutely would not watch under any circumstance or things that I had seen too many times already. I remembered what she said, so I watched it. I have watched it many many times since then and it gets better with every showing.No action, no special effects - just men in prison uniforms talking to each other.The Shawshank Redemption and To Kill a Mockingbird are the best movies I have ever seen. I do not judge it by it's technical merits - I don't really care about that. I have read that Citizen Kane or The Godfather or this or that movie is the best movie ever made. They may have the best technique or be the most influential motion pictures ever made, but not the best. The best movies are ones that touch the soul. It takes a movie like The Shawshank Redemption to touch the soul. 	Plot	10
Shawshank Redeems Hollywood	Paducah, KY	 Can Hollywood, usually creating things for entertainment purposes only, create art?  To create something of this nature, a director must approach it in a most meticulous manner, due to the delicacy of the process.  Such a daunting task requires an extremely capable artist with an undeniable managerial capacity and an acutely developed awareness of each element of art in their films, the most prominent; music, visuals, script, and acting. These elements, each equally important, must succeed independently, yet still form a harmonious union, because this mixture determines the fate of the artist's opus.  Though already well known amongst his colleagues for his notable skills at writing and directing, Frank Darabont emerges with his feature film directorial debut, The Shawshank Redemption.  Proving himself already a master of the craft, Darabont managed to create one of the most recognizable independent releases in the history of Hollywood.  The Shawshank Redemption defines a genre, defies the odds, compels the emotions, and brings an era of artistically influential films back to Hollywood.The story begins with the trial of a young banker, Andy Dufrense, victimized by circumstantial evidence, resulting in a conviction for the murder of his wife and her lover.  After a quick conviction, Andy finds himself serving a life sentence at Shawshank prison, with no hope of parole.  He exists in this prison only in appearance, keeping his mind free from the drab walls around him.  His ability to do this results in the gaining of respect from his fellow inmates, but most of all from Ellis Redding.  Ellis, commonly referred to as Red, finds gainful use of his entrepreneurial spirit within the drab walls of Shawshank by dealing in contraband and commodities rare to the confines of prison.  Andy's demeanor and undeniable sense of hope causes Red to take a deeper look at himself, and the world around him.  Andy proves to Red and the other inmates that in the conventional walls of Shawshank prison convention will find no home in his lifestyle.By creating the film's firm foundation, the meticulously chiseled screenplay paved the way for this film's success.  Frank Darabont outdoes himself with the phenomenal adaptation of Stephen King's equally noteworthy novella, Rita Hayworth and Shawshank Redemption.  In this novella, King demonstrates that he can break free from the genre he dominates and still create a marvelous piece of modern literature.  Though the film mirrors the novella in many ways, Darabont illustrates a focused objective of improving upon the areas where the novella came up short, resulting in one of the best book to film transitions ever.While maintaining some of the poetic and moving dialogue of the novella, Darabont also proves that a film's score can generate a great deal of emotional response from its audience, as dialogue does.  He employs the cunning Thomas Newman, son of the legendary Hollywood composer, Alfred Newman.  Darabont shows recognition for the film's needs by employing Newman, who makes the gentle piano chords whisper softly to the viewer, as if a part of the scripted dialogue.  Newman lends himself to individualism and tends to drive more towards the unique in the realm of score composition.  His effort in Shawshank did not go unnoticed, as his score received an Oscar nomination in 1995.  While unique and independent, Newman's score never once intrudes on your concentration or distracts from the film.With work from vast array of talented scene designers, costume designers, composers, cinematographers, and various other Hollywood artists, the cast of The Shawshank Redemption had a strong foundation to work with.  The marvelous cast of this film will dazzle you with some of the most convincing performances you will witness in a film.  While both Tim Robbins and Morgan Freeman shine as Andy and Red, respectively, the true spectacle of acting lies within the plethora of amazing supporting actors who easily disappear into their roles.  Most noticeable of these, the veteran film star James Whitmore, who portrays the elderly Brooks Hatlen.  Brooks, a man incarcerated for an unmentioned crime for so long that he finds himself attached to the Shawshank and the daily life he has lead.  Each of these actors show a true dedication to their art, and a focused purpose in their motivations, creating a convincing setting that never once caters to anything unbelievable.With all of the aesthetic touches and attention to cinematic detail, the most beautiful part of the film lies within its thematic material, such as its focus on the human desires for the most abstract concepts, like hope and freedom.  These themes, which concern things the human spirit undoubtedly yearns for, seem so intricately woven into the plot that it easily draws its audience in to its story.  Though full of hardened criminals, your heart will go out to these men as they display the most basic of human emotions, and deliver some of the most quotable lines in a film to date.  Like a great novel, this film manages to succeed at greater things than simply entertaining an audience.  Darabont tells his story most masterfully, illustrating principles and inspiring his audience to think.  He leaves us a poignant film with a powerful message of hope, and redemption, something we all seek.This film manages to redeem Hollywood in the eyes of people who feared it long lost in a dark sea of clich&eacute;s and predictability.  Darabont shows us that artists still work in the Hollywood studios and production facilities. These artists show their capability to produce art; real art that inspires you to look at the deeper aspects of life and the world around you.  The Shawshank Redemption delivers much-needed breath of fresh air for anyone who realizes the capability of film.  It proves that masters of the craft still live on this earth, and still bless us with timeless masterpieces that we will never forget.  	Direction	10
Prepare to be moved	Westerville, Ohio	 I have never seen such an amazing film since I saw The Shawshank Redemption. Shawshank encompasses friendships, hardships, hopes, and dreams.  And what is so great about the movie is that it moves you, it gives you hope.  Even though the circumstances between the characters and the viewers are quite different, you don't feel that far removed from what the characters are going through.It is a simple film, yet it has an everlasting message.  Frank Darabont didn't need to put any kind of outlandish special effects to get us to love this film, the narration and the acting does that for him.  Why this movie didn't win all seven Oscars is beyond me, but don't let that sway you to not see this film, let its ranking on the IMDb's top 250 list sway you, let your friends recommendation about the movie sway you.Set aside a little over two hours tonight and rent this movie.  You will finally understand what everyone is talking about and you will understand why this is my all time favorite movie. 	Plot	9
A classic piece of unforgettable film-making.	Vancouver, Canada	In its Oscar year, Shawshank Redemption (written and directed by Frank Darabont, after the novella Rita Hayworth and the Shawshank Redemption, by Stephen King) was nominated for seven Academy Awards, and walked away with zero. Best Picture went to Forrest Gump, while Shawshank and Pulp Fiction were &quot;just happy to be nominated.&quot; Of course hindsight is 20/20, but while history looks back on Gump as a good film, Pulp and Redemption are remembered as some of the all-time best. Pulp, however, was a success from the word &quot;go,&quot; making a huge splash at Cannes and making its writer-director an American master after only two films. For Andy Dufresne and Co., success didn't come easy. Fortunately, failure wasn't a life sentence.After opening on 33 screens with take of $727,327, the $25M film fell fast from theatres and finished with a mere $28.3M. The reasons for failure are many. Firstly, the title is a clunker. While iconic to fans today, in 1994, people knew not and cared not what a 'Shawshank' was. On the DVD, Tim Robbins laughs recounting fans congratulating him on &quot;that 'Rickshaw' movie.&quot; Marketing-wise, the film's a nightmare, as 'prison drama' is a tough sell to women, and the story of love between two best friends doesn't spell winner to men. Worst of all, the movie is slow as molasses. As Desson Thomson writes for the Washington Post, &quot;it wanders down subplots at every opportunity and ignores an abundance of narrative exit points before settling on its finale.&quot; But it is these same weaknesses that make the film so strong.Firstly, its setting. The opening aerial shots of the prison are a total eye-opener. This is an amazing piece of architecture, strong and Gothic in design. Immediately, the prison becomes a character. It casts its shadow over most of the film, its tall stone walls stretching above every shot. It towers over the men it contains, blotting out all memories of the outside world. Only Andy (Robbins) holds onto hope. It's in music, it's in the sandy beaches of Zihuatanejo; &quot;In here's where you need it most,&quot; he says. &quot;You need it so you don't forget. Forget that there are places in the world that aren't made out of stone. That there's a - there's a - there's something inside that's yours, that they can't touch.&quot; Red (Morgan Freeman) doesn't think much of Andy at first, picking &quot;that tall glass o' milk with the silver spoon up his ass&quot; as the first new fish to crack. Andy says not a word, and losing his bet, Red resents him for it. But over time, as the two get to know each other, they quickly become the best of friends. This again, is one of the film's major strengths. Many movies are about love, many flicks have a side-kick to the hero, but Shawshank is the only one I can think of that looks honestly at the love between two best friends. It seems odd that Hollywood would skip this relationship time and again, when it's a feeling that weighs so much into everyone's day to day lives. Perhaps it's too sentimental to seem conventional, but Shawshank's core friendship hits all the right notes, and the film is much better for it.It's pacing is deliberate as well. As we spend the film watching the same actors, it is easy to forget that the movie's timeline spans well over 20 years. Such a huge measure of time would pass slowly in reality, and would only be amplified in prison. And it's not as if the film lacks interest in these moments. It still knows where it's going, it merely intends on taking its sweet time getting there. It pays off as well, as the tedium of prison life makes the climax that much more exhilarating. For anyone who sees it, it is a moment never to be forgotten.With themes of faith and hope, there is a definite religious subtext to be found here. Quiet, selfless and carefree, Andy is an obvious Christ figure. Warden Norton (Bob Gunton) is obviously modeled on Richard Nixon, who, in his day, was as close to a personified Satan as they come. But if you aren't looking for subtexts, the movie speaks to anyone in search of hope. It is a compelling drama, and a very moving film, perfectly written, acted and shot. They just don't come much better than this.OVERALL SCORE: 9.8/10 = A+ The Shawshank Redemption served as a message of hope to Hollywood as well. More than any film in memory, it proved there is life after box office. Besting Forrest and Fiction, it ran solely on strong word of mouth and became the hottest rented film of 1995. It currently sits at #2 in the IMDb's Top 250 Films, occasionally swapping spots with The Godfather as the top ranked film of all time -- redemption indeed. If you haven't seen it yet, what the hell are you waiting for? As Andy says, &quot;It comes down a simple choice, really. Either get busy living, or get busy dying.&quot; 	Direction	8
Two movies in one	Chicago, IL	The reason I became a member of this database is because I finally found a movie ranking that recognized the true greatness of this movie. There is nary a word or scene out of place in the entire thing. Every element comes together to form an exquisite story for cinema.  I believe that one reason that this movie is under-appreciated is that people have not seen it multiple times. On first viewing it is the story of Andy Dufresne and his struggle to maintain hope despite his circumstances.  However, this is really a movie about Red and his struggle to find meaning and purpose. The final segment of the movie testifies to the fact that the final resolution of the story comes about only when Red is faced with the same fearful situation as Brooks. Because of Andy, Red can find a different path-the path of freedom that is lit by hope.  Who is your Andy Dufresne? 	Plot	7
The best story ever told on film	None	 I believe that this film is the best story ever told on film, and I'm about to tell you why.Tim Robbins plays Andy Dufresne, a city banker, wrongfully convicted of murdering his wife and her lover. He is sent to Shawshank Prison in 1947 and receives a double life sentence for the crime. Andy forms an unlikely friendship with &quot;Red&quot; (Morgan Freeman), the man who knows how to get things. Andy faces many trials in prison, but forms an alliance with the wardens because he is able to use his banking experience to help the corrupt officials amass personal fortunes. The story unfolds....I was so impressed with how every single subplot was given a great deal of respect and attention from the director. The acting was world-class. I have never seen Tim Robbins act as well since, Morgan Freeman maybe (e.g. Seven). The twists were unexpected, an although this film had a familiar feel, it wasn't even slightly pretentious or cliched, it was original. The cinematography was grand and expressive. It gave a real impression of the sheer magnitude of this daunting prison.But the one thing which makes THE SHAWSHANK REDEMPTION stand above all other films, is the attention given to the story. The film depends on the story and the way in which it unravels. It's a powerful, poignant, thought-provoking, challenging film like no other. If Andy were to comment on this film, I think he might say: &quot;Get busy watching, or get busy dying.&quot; Take his advice.Thoroughly recommended. 	Plot	9
The Shawshank Redemption	Marietta, OH	 One of the finest films made in recent years. It's a poignant story about hope. Hope gets me. That's what makes a film like this more than a movie. It tells a lesson about life. Those are the films people talk about 50 or even 100 years from you. It's also a story for freedom. Freedom from isolation, from rule, from bigotry and hate. Freeman and Robbins are majestic in their performances. Each learns from the other. Their relationship is strong and you feel that from the first moment they make contact with one another. There is also a wonderful performance from legend James Whitmore as Brooks.He shines when it is his time to go back into the world, only to find that the world grew up so fast he never even got a chance to blink. Stephen King's story is brought to the screen with great elegance and excitement. It is an extraordinary motion that people &quot;will&quot; be talking about in 50 or 100 years. 	Actor	8
Powerful	Houston, Texas	 One of my all time favorites. Shawshank Redemption is a very moving story about hope and the power of friendship. The cast is first rate with everyone giving a great performance. Tim Robbins and Morgan Freeman carry the movie, but Bob Gunton and Clancy Brown are perfect as the Warden Norton and prison guard captain Hadley respectively. And James Whitmore's portrail of an elderly inmate Brooks is moving. The screenplay gives almost every actor at least one or more memorable lines through out the film. As well as a very surprising &quot;twist&quot; near the end that almost knocked me out of my chair. If you have not seen this movie rent it or better yet buy it. As I bet you'll want to see this one more than once. 	Plot	8
Stephen King&#39;s best adapted movie	Toronto, Ontario	Misery and Stand By Me were the best adaptations up until this one, now you can add Shawshank to that list.This is simply one of the best films ever made and I know I am not the first to say that and I certainly won&#39;t be the last. The standing on the IMDb is a true barometer of that. #3 as of this date and I&#39;m sure it could be number 1. So I&#39;ll just skip all the normal praise of the film because we all know how great it is. But let me perhaps add that what I find so fascinating about Shawshank is that Stephen King wrote it.King is one of the best writers in the world. Books like IT and the Castle Rock series are some of the greatest stories ever told. But his best adaptations are always done by the best directors. The Shining was brilliantly interpreted by Kubrick and of course the aforementioned Misery and Stand By Me are both by Rob Reiner. Now Frank Darabont comes onto the scene and makes arguably the best King film ever. He seems to understand what King wants to say and he conveys that beautifully. What makes this film one of the best ever made is the message it conveys. It is one of eternal hope. Andy Dufresne, played by Tim Robbins, has been sent to prison for a crime he did not commit. But he never loses hope. He never gives up his quest to become a free man again. His years of tenacity, patience and wits keep him not only sane, but it gives his mind and a spirit a will to live. This film has a different feel to it. There has never been anything like it before and I don&#39;t know if there will again.I&#39;m not going to say any more about this film, it has already been said, but just suffice to say that I am glad that Forrest Gump won best picture in 94. I would have been equally glad if Pulp Fiction or Shawshank would have won. It is that good of a movie and one that will be appreciated for years to come. 	Plot	9
Simply amazing. The best film of the 90's.	Long Island, NY	 The Shawshank Redemption is without a doubt one of the most brilliant movies I have ever seen. Similar to The Green Mile in many respects (and better than it in almost all of them), these two movies have shown us that Stephen King is a master not only of horror but also of prose that shakes the soul and moves the heart. The plot is average, but King did great things with it in his novella that are only furthered by the direction, and the acting is so top-rate it's almost scary.Tim Robbins plays Andy Dufrane, wrongly imprisoned for 20 years for the murder of his wife. The story focuses on Andy's relationship with &quot;Red&quot; Redding (Morgan Freeman, in probably his best role) and his attempts to escape from Shawshank. Bob Gunton is positively evil and frightening as Warden Norton, and there are great performances and cameos all around; the most prominent one being Gil Bellows (late as Billy of Ally McBeal) as Tommy, a fellow inmate of Andy's who suffers under the iron will of Norton.If you haven't seen this movie, GO AND RENT IT NOW. You will not be disappointed. It is positively the best movie of the '90's, and one of my Top 3 of all time. This movie is a spectacle to move the mind, soul, and heart. 10/10 	Plot	10
Film surpasses the hype	United States	We&#39;ve been subjected to enormous amounts of hype and marketing for the Dark Knight. We&#39;ve seen Joker scavenger hunts and one of the largest viral campaigns in advertising history and it culminates with the actual release of the movie.Everything that&#39;s been said is pretty much spot on. This is the first time I can remember where a summer blockbuster film far surpasses the hype.For as much action as there is in this movie, it&#39;s the acting that makes it a great piece of work. Between all the punches, explosions and stunt-work is some great dialog work. All the actors have their moments.Bale&#39;s Batman is the definitive Batman because we see everything in this character finally on film. Martial arts skills, cunning, great tactical thinking, forensic application, technological genius to advance or improve Luscious Fox&#39;s inventions/technological breakthroughs, intimidating personality, and even a little swashbuckling. As for Heath, yes he gets credit for his performance as the Joker. But you have to also recognize Jonathan and Chris Nolan for the writing and treatment of the character. It&#39;s not just the fact that Ledger makes the Joker so menacing, but the Nolans have given the character this great manifesto that drives its actions. The Joker&#39;s stance on chaos, order, anarchy, the morality of the average modern human being make the character so interesting psychologically. The Nolans drafted a complex character and only a perfect performance could&#39;ve pulled something like this off. That&#39;s how difficult of a role this was, and that&#39;s why Ledger&#39;s performance is so great.This isn&#39;t an action movie. It&#39;s a film that explores literary themes of the hero and villain, as well as order and anarchy. Yes, listen to the dialog because it&#39;s all in there. 	Actor	7
"Surpasses ""Begins"" in every aspect!!!"	United States	"Christopher Nolan's second bundle of joy ""The Dark Knight"" EXCEEDED all of my expectations!!! With the success of 2005's reboot of the Batman franchise, they took what was already established and expanded it, amped it up, and gave a deeper, darker and brooding story that is more gripping and the suspense is likely to catch you of guard several times throughout. Christian Bale delves more deeper into Batman, sworn to fight evil and injustice, though also quite reluctant and uncertain if his crusade can ever end and cleanse his inner turmoil from his fractured soul due to the murder of his beloved parents. But with the help of his trusted butler/ally Alfred (played superbly by Michael Cane) grounds him, gives him moral support, and keeps him in check. But the real star of the show is Heath Ledger as Batman's most deadly enemy, The Joker. I can HONESTLY tell you that: as good as Jack Nicholson was in Batman'89 he is CHILD'S PLAY compared to this Joker. He is sadistic, psychotic, and downright SCARIER and PSYCHOLOGICALLY disturbing than the previous incarnation of The Clown Prince of Crime and Ledger gives it his all to do him justice. Along with the original cast comes some fresh faces such as Aaron Eckhart, Maggie Gyllenhaal and more. I must say though I liked Katie Holmes, Gyllenhaal gives a much better performance and is a far cry from the ""damsel-in-distress"" stereotype (though there's a little of it, THANKFULLY) that's common in films. Bale and Gyllenhall have MUCH better chemistry this time around more so than Holmes. Even better, the fight sequences are vastly improved and feature more brutal and bone crushing combat than ""Begins"" in addition to new technology at Batman's disposal.  Also worth mentioning is screenwriter Jonathan Nolan, who gives the film an added frosting to an already delicious cake.  Simply put, The Dark Knight is totally more bad ass than ""Begins."" The action is great, and the plot is more deeper and engrossing. I applaud Christopher Nolan, Christian Bale, and especially Heath Ledger (who sadly passed away earlier this year) and all those aboard for believing in Mr. Nolan's talents for this second installment. Although some may feel a bit of melancholy over Ledger's death, but as a final note I will say this sincerely from my heart: Remember Heath Ledger and honor him in your minds and hearts not only for his performances, but as a human being and father to his daughter Matilda Ledger. May we issue him best wishes for his family and friends and his daughter for years to come. Remember . . . Honor him not only for this role and past roles, but as an incredible individual and talented actor.  Rest in peace. Heath Ledger: 4/4/1979-1/22/2008. "	Direction	9
Best movie of 2008 hands down!	Netherlands	I had the honor of watching TDK during a screening and was completely blown away! This isn&#39;t just the best Batman movie ever made, this is one of the best movie ever made. Everything in this film is excellent, not one piece of annoyance.Bale marvels as Bruce Wayne/Batman, Ledger has made The Joker in to an iconic movie villain. His performance belongs there at the top with Hopkins Lecter. The Joker has finally been portrait properly on film, he has earned his place between the big boys in movie villandom. This is the true Joker every Batman fan knows, loves and fears. Ledger deserves any and every movie award known to man for this brilliant display.Nolan has made his &quot;I will always be remembered&quot; movie, this is the crownjewel in his portfolio. Perfect directing, perfect story, perfect balance between action and drama, everything is perfect. Even if you hate Batman, you will love this film. If you don&#39;t, then something beez wrongz with youz! 	Plot	10
Certainly Dark - Worth The Wait	Melbourne, Australia	I must say I was excited for this movie since the instant BATMAN BEGINS appeared on screen at the end of the first film. It was always going to be good, and sadly, it was always going to be over-hyped by the advertising warhorses.It is rare though, that a movie can surpass all the hype and pass all expectations on the film. Nolan (The Prestige, Begins) delivers on more than the Joker we remember from the &#39;Old Days&#39; of Burton and Nicholson. Instead we&#39;re given a psychopathic sadist who pleasures from sheer anarchy.All the hailing of Ledger&#39;s performance are grounded. Watching it will make you feel a different chill down your spine than you&#39;d remember from any other film. It&#39;s impossible, quite literally to relate to The Joker. He gets inside your head with his stories of how he got his scars, makes you laugh at his sick jokes, then makes you instantly wonder why you&#39;re laughing.If Ledger wasn&#39;t enough to horrify you - wait for Harvey Dent. Brilliantly portrayed by Aaron Eckhart as Gotham&#39;s &#39;fallen White Knight&#39; and Batman&#39;s direct counterpart. His transformation will put Tommy Lee Jones&#39; portrayal look like children&#39;s breakfast cartoons. Gyllenhaal had perfect chemistry with both Bale and Eckhart, Michael Caine and Morgan Freeman both work well as Batman&#39;s &#39;conscience&#39; and of course, Gary Oldman as Lieutenant Gordon were all solid.There are some major differences between The Dark Knight and Begins. Firstly, the music is extremely disconcerted compared with the &#39;majestic but unfinished&#39; tones of Begins - but it suits the film&#39;s tone: Anarchy in every sense. There was a more solid singular villain (compared with the many in Begins) - but there was also a lot more henchmen in TDK. The martial art direction was faster and more efficient - as mentioned in the film, learning through experience.I was disappointed at the role of Scarecrow in this film, it just felt like a loose thread and wasn&#39;t quite closed up or explained, and the ending, while it wasn&#39;t what I expected (others have said that it was predictable, but for me it wasn&#39;t) was solid and suited the film well.All in all, this is a film that is quite close, if it isn&#39;t already, a masterpiece. Nolan has a great thing going and unlike previous &#39;Superhero&#39; adaptations (Spiderman and Fantastic Four for example), there isn&#39;t campiness creeping in. In face, if Batman Begins was 10/10, The Dark Knight deserves a 12. Quite simply, the best possible sequel that could&#39;ve been given.If you watch this (which I implore that you do), you certainly won&#39;t regret it. One of the best movies of 2008 (I&#39;ll wait till Quantum of Solace comes out before I pass judgement) - but certainly a film worth getting excited for. If you don&#39;t like it, then that&#39;s also fine - but keep in mind that you probably thought Meet The Spartans was a good movie, so the rest of us won&#39;t take it to heart.Stunning in every aspect, and exceeds all hype and expectation... Can&#39;t wait to watch it again, or for the Blu-Ray! 	Direction	7
The sequel we deserved to the Batman we wanted	SLC, UT	I used to leave a theatre after seeing a highly anticipated movie, specifically a sequel, and be so revved up about what I saw that I would declare that movie to be the best of a series. After each of the prequel &quot;Star Wars&quot; films, I rated that one the best, as good as any of the originals...for a time, until my opinion balanced out and I had a more well-rounded take. For that reason, I steer away from that mindset, and did for &quot;Dark Knight&quot;.Though my opinion is solidifying already after having seen a Warner Bros. screening last night, &quot;Dark Knight&quot; ably stands on its own with or without &quot;Batman Begins&quot;. At a two and a half hour runtime, it&#39;s definitely an epic of a movie, but one that never runs out of gas. A delightful addition to this experience was a healthy amount of IMAX footage, which significantly adds to the feel of being on a personal, and gruesome, tour of Gotham City.Christian Bale plays such a well rounded Batman and Bruce Wayne, qualities that none of those who have donned the cowl before him have pulled off. I still have to remember that Bale is British since he speaks with such a spot on American accent. Bale has a particular slurring lisp that serves him quite well, charmingly for Bruce Wayne and threateningly for Batman.Countering him is the late Heath Ledger, who plays such a scary and creepy Joker that I found it impossible to NOT have chills half the time I saw him on screen. What really separates this brand of Joker from Jack Nicholson&#39;s portrayal is true unpredictability. It&#39;s obvious that, to be a good guy and think like the Joker, it really takes a toll, and it sure isn&#39;t easy. How exactly does one take him down when he&#39;s woven his harebrained plot around multiple hostages, explosives, or disappearing parlor tricks?Initially, I was uneasy about how the character of Harvey Dent would be handled. In my mind, there was really only one faithful portrayal of him, and that could be found in the &quot;Batman&quot; animated series of the early 90s. As well as Tommy Lee Jones COULD have handled him in &quot;Batman Forever&quot;, he certainly did not, though it still was a highlight of that movie. Aaron Eckhart ably assumes the mantle here, delivering a performance out of this world, easily on par with the Batman animated series.Be it known, this caped avenger stands for the good of Gotham City that the police force and its counterparts can&#39;t represent, the good that has no jurisdiction, no procedures...and no rules, save for one. I can only hope that we&#39;ve seen just the prelude to the Dark Knight&#39;s upcoming legendary battles with the worst of Gotham City&#39;s dark underside.&quot;The Dark Knight&quot; gets a solid 10 of 10 stars. 	Plot	8
Best. Comic. Movie. EVER.	the big city	I thought Batman Begins was a very well conceived and put together movie. We finally get Batman as a fully rendered character. We gain new insight into his motivations and the variables he must contend with in his role as protector of Gotham. We get to see Gary Oldman as an honest-to-goodness good guy. And we get to see Liam Neeson conducting perhaps his strangest facial hair experiment yet.  But after seeing The Dark Knight, Batman Begins will forevermore be viewed (by me at least) as a handy little prologue to a FRICKIN' MASTERPIECE of a superhero film.  To say it's the deepest mainstream comic adaptation ever produced would be akin to calling the Nolan/Ledger Joker 'a bit eccentric'.  While watching it, I found myself thinking it was very long, which is usually a sign that it's TOO long, and therefore boring. But that's not actually the case here. The script is bulging with ideas, philosophical musings, THEMES, which Christopher Nolan is not content to gloss over in favour of cool set-pieces (as many comic adaptations are), but wants to explore, wants to allow the characters to explore, at a logical pace. So, what I guess I'm saying is, considering what it sets out to do, the movie is long ENOUGH, while still constantly holding the viewer's interest.  And that's not to say the thematic exploration comes at the EXPENSE of big action, either. On the contrary, there is some truly awesome stuff going on here. The chase with the truck, for example, is fantastic, and there's some great hand-to-hand stuff too.  But what engages us most is the characters, and, while the script is brilliant (the dialogue is sharp, and quite funny for the first two-thirds, before the drama really kicks in), this mainly comes down to the cast.  Christian Bale. Taller than Michael Keaton was. More menacing than Val Kilmer was. Less like Adam West than George Clooney was. Solid and committed as always. He gives the character LIFE, and actually makes us feel for him. The word 'tortured' keeps coming to mind...and I suppose it's pretty appropriate.  Heath Ledger. Y'know, I'd heard talk of an Oscar nomination, and thought it sounded a bit dubious. A Batman villain? Winning an Oscar? Is that what it's come to? Then I thought, is it because he didn't get one for Brokeback? Or more dubious still...is it because he...died? But...well...how can I put it...?  It seems a bit blasphemous to compare Jack Nicholson to Cesar Romero, but after seeing Heath at work...Jack (who once seemed so awesome) just looks...well...lame.  If you've seen it, you hopefully get what I mean. If you haven't...you need to. You will discover the true definition of commitment.  Maggie Gyllenhaal. I didn't have any problem with Katie in the first one (at the time), but I doubt she could have pulled off the more emotional stuff Rachel goes through here. Seeing recasting was necessary (does Tom have a problem with his wife being involved with Batman? Too many bad memories perhaps? Why am I even talking about such garbage here?) they could have done a butt-load worse than Maggie. She rocks.  As does Aaron Eckhart. But I'm not giving ANYTHING away. Suffice it to say my mind was blown...AGAIN. Makes Tommy Lee Jones look like...you get the idea.  Michael Caine. Still one of my favourite actors. Alfred is the shiz.  Morgan Freeman. Morgan Freeman. AOK.  Gary Oldman. As in BB, no mania. No psychosis. No nervous tics. Absolute subtlety. Manages to hold his own alongside Christian, Heath and Aaron without resorting to parlour tricks. Sign of spectacular talent. Go Gaz.  Eric Roberts! William Fichtner! Michael Jai White! Tiny Lister!  The whole thing is just a big bag of thoughtful, well-executed entertainment. It's equal parts cerebral and visceral. Ideas and action.  I've liked every Batman movie so far (okay, besides Batman & Robin), but this one makes them all look pretty bloody ordinary. 	Actor	8
Batman at his best and beyond	United Kingdom	Batman has always been my favourite superhero ever since the first time I heard about him because he his human with no powers, also he is much more questionable than any other superhero. The story of the film is about Batman, Lieutenant James Gordon, and new district attorney Harvey Dent beginning to succeed in rounding up the criminals that plague Gotham City. They are unexpectedly challenged when a mysterious criminal mastermind known as the Joker appears in Gotham. Batman&#39;s struggle against the Joker becomes deeply personal, forcing him to &quot;confront everything he believes&quot; and to improve his technology (which introduces the recreation of the Batcycle, known as the Batpod and the Batsuit was redesigned) to stop the madman&#39;s campaign of destruction. During the course of the film, a love triangle develops between Bruce Wayne, Dent and Rachel Dawes.There are now six Batman films and I must say that The Dark Knight is the best out of all of them. The title is good because that is what Batman actually is. It has been 3 years for the adventure to continue from Batman Begins but that entire wait was worth it. Gotham city is very Gothic looking and is very haunting and visionary. The whole movie is charged with pulse-pounding suspense, ingenious special effects and riveting performances from a first-rate cast especially from Heath Ledger who gave an Oscar nomination performance for best supporting-actor. It is a shame that he can&#39;t see his terrific work on-screen. The cinematography is excellent which is made so dark &amp; sinister that really did suit the mood for the film. Usually sequels don&#39;t turn out to be better than the original but The Dark Knight is one of those rare sequels that surpasses the original like The Godfather 2. I also really liked the poster where the building is on fire in a Bat symbol &amp; Batman is standing in front of it. Christopher Nolan is a brilliant director and his film Memento is one of my most favourite films. He hasn&#39;t made 10 movies yet and 3 of them are already on the IMDb top 250. Overall The Dark Knight is the kind of movie that will make the audience cheer in the end instead of throwing fruit &amp; vegetables on the screen. 	Actor	8
